cdl,state,cdl_a,cdl_b,plant_begin_a,plant_begin_active_begin_a,plant_begin_active_end_a,plant_end_a,harvest_begin_a,harvest_begin_active_begin_a,harvest_begin_active_end_a,harvest_end_a,plant_begin_b,plant_begin_active_begin_b,plant_begin_active_end_b,plant_end_b,harvest_begin_b,harvest_begin_active_begin_b,harvest_begin_active_end_b,harvest_end_b
87,WV,,,12-Apr,28-Apr,14-May,26-May,12-Jun,21-Jun,2-Jul,16-Jul,,,,,,,,
87,WI,,,10-Apr,27-Apr,14-May,25-May,9-Jun,20-Jun,2-Jul,11-Jul,,,,,,,,
87,WY,,,12-Apr,20-Apr,29-Apr,7-May,21-May,30-May,9-Jun,28-Jun,,,,,,,,
88,AL,,,11-Apr,27-Apr,5-May,25-May,14-Jun,21-Jun,8-Jul,20-Jul,,,,,,,,
88,AZ,,,10-Apr,25-Apr,8-May,22-May,2-Jun,18-Jun,4-Jul,24-Jul,,,,,,,,
88,AR,,,21-Apr,8-May,17-May,1-Jun,21-Jun,9-Jul,24-Jul,31-Jul,,,,,,,,
88,CA,,,8-Apr,16-Apr,30-Apr,18-May,25-May,11-Jun,18-Jun,1-Jul,,,,,,,,
88,CO,,,12-Apr,28-Apr,14-May,21-May,30-May,16-Jun,24-Jun,5-Jul,,,,,,,,
88,CT,,,10-Apr,27-Apr,15-May,3-Jun,18-Jun,5-Jul,12-Jul,24-Jul,,,,,,,,
88,DE,,,16-Apr,6-May,24-May,11-Jun,25-Jun,10-Jul,20-Jul,6-Aug,,,,,,,,
88,FL,,,9-Apr,27-Apr,16-May,26-May,12-Jun,21-Jun,7-Jul,19-Jul,,,,,,,,
88,GA,,,20-Apr,4-May,15-May,25-May,4-Jun,23-Jun,3-Jul,18-Jul,,,,,,,,
88,ID,,,8-Apr,26-Apr,3-May,23-May,6-Jun,19-Jun,1-Jul,12-Jul,,,,,,,,
88,IL,,,15-Apr,1-May,17-May,6-Jun,26-Jun,4-Jul,17-Jul,29-Jul,,,,,,,,
88,IN,,,21-Apr,10-May,25-May,5-Jun,13-Jun,30-Jun,13-Jul,24-Jul,,,,,,,,
88,IA,,,9-Apr,25-Apr,5-May,21-May,31-May,9-Jun,23-Jun,1-Jul,,,,,,,,
88,KS,,,11-Apr,20-Apr,6-May,16-May,26-May,14-Jun,26-Jun,3-Jul,,,,,,,,
88,KY,,,10-Apr,21-Apr,29-Apr,17-May,30-May,12-Jun,26-Jun,3-Jul,,,,,,,,
88,LA,,,10-Apr,30-Apr,11-May,31-May,19-Jun,28-Jun,15-Jul,2-Aug,,,,,,,,
88,ME,,,14-Apr,24-Apr,14-May,21-May,4-Jun,20-Jun,28-Jun,13-Jul,,,,,,,,
88,MD,,,15-Apr,24-Apr,5-May,12-May,23-May,4-Jun,15-Jun,30-Jun,,,,,,,,
88,MA,,,15-Apr,22-Apr,10-May,26-May,3-Jun,14-Jun,1-Jul,17-Jul,,,,,,,,
88,MI,,,18-Apr,28-Apr,9-May,23-May,2-Jun,18-Jun,26-Jun,12-Jul,,,,,,,,
88,MN,,,11-Apr,19-Apr,28-Apr,14-May,25-May,12-Jun,29-Jun,16-Jul,,,,,,,,
88,MS,,,20-Apr,5-May,24-May,8-Jun,21-Jun,29-Jun,12-Jul,25-Jul,,,,,,,,
88,MO,,,11-Apr,24-Apr,6-May,26-May,3-Jun,23-Jun,6-Jul,19-Jul,,,,,,,,
88,MT,,,20-Apr,27-Apr,6-May,21-May,2-Jun,14-Jun,2-Jul,17-Jul,,,,,,,,
88,NE,,,18-Apr,1-May,16-May,4-Jun,17-Jun,3-Jul,16-Jul,30-Jul,,,,,,,,
88,NV,,,14-Apr,27-Apr,14-May,25-May,3-Jun,21-Jun,5-Jul,13-Jul,,,,,,,,
88,NH,,,9-Apr,25-Apr,12-May,24-May,4-Jun,24-Jun,6-Jul,17-Jul,,,,,,,,
88,NJ,,,21-Apr,30-Apr,18-May,29-May,9-Jun,25-Jun,5-Jul,24-Jul,,,,,,,,
88,NM,,,9-Apr,27-Apr,5-May,19-May,26-May,10-Jun,19-Jun,4-Jul,,,,,,,,
88,NY,,,21-Apr,3-May,12-May,31-May,13-Jun,20-Jun,27-Jun,9-Jul,,,,,,,,
88,NC,,,12-Apr,29-Apr,14-May,24-May,4-Jun,11-Jun,21-Jun,4-Jul,,,,,,,,
88,ND,,,20-Apr,28-Apr,14-May,29-May,8-Jun,19-Jun,3-Jul,18-Jul,,,,,,,,
88,OH,,,11-Apr,27-Apr,6-May,14-May,23-May,2-Jun,21-Jun,11-Jul,,,,,,,,
88,OK,,,18-Apr,3-May,17-May,1-Jun,16-Jun,27-Jun,14-Jul,27-Jul,,,,,,,,
88,OR,,,10-Apr,26-Apr,7-May,23-May,31-May,20-Jun,4-Jul,23-Jul,,,,,,,,
88,PA,,,18-Apr,29-Apr,8-May,26-May,2-Jun,16-Jun,4-Jul,12-Jul,,,,,,,,
88,RI,,,15-Apr,23-Apr,6-May,13-May,30-May,15-Jun,23-Jun,9-Jul,,,,,,,,
88,SC,,,11-Apr,24-Apr,4-May,16-May,1-Jun,9-Jun,18-Jun,6-Jul,,,,,,,,
88,SD,,,10-Apr,28-Apr,7-May,17-May,27-May,9-Jun,25-Jun,14-Jul,,,,,,,,
88,TN,,,8-Apr,21-Apr,28-Apr,10-May,25-May,10-Jun,26-Jun,7-Jul,,,,,,,,
88,TX,,,17-Apr,7-May,19-May,30-May,18-Jun,30-Jun,12-Jul,24-Jul,,,,,,,,
88,UT,,,16-Apr,24-Apr,8-May,16-May,5-Jun,20-Jun,7-Jul,24-Jul,,,,,,,,
88,VT,,,21-Apr,1-May,16-May,28-May,6-Jun,15-Jun,3-Jul,13-Jul,,,,,,,,
88,VA,,,19-Apr,7-May,23-May,2-Jun,14-Jun,1-Jul,11-Jul,31-Jul,,,,,,,,
88,WA,,,21-Apr,4-May,20-May,8-Jun,21-Jun,1-Jul,21-Jul,9-Aug,,,,,,,,
88,WV,,,14-Apr,26-Apr,10-May,17-May,1-Jun,13-Jun,2-Jul,21-Jul,,,,,,,,
88,WI,,,13-Apr,26-Apr,8-May,18-May,30-May,9-Jun,18-Jun,25-Jun,,,,,,,,
88,WY,,,9-Apr,23-Apr,2-May,22-May,29-May,13-Jun,20-Jun,6-Jul,,,,,,,,
92,AL,,,18-Apr,8-May,18-May,1-Jun,17-Jun,30-Jun,8-Jul,15-Jul,,,,,,,,
92,AZ,,,12-Apr,24-Apr,8-May,22-May,6-Jun,13-Jun,27-Jun,13-Jul,,,,,,,,
92,AR,,,21-Apr,28-Apr,8-May,15-May,22-May,31-May,12-Jun,22-Jun,,,,,,,,
92,CA,,,8-Apr,17-Apr,5-May,12-May,26-May,14-Jun,27-Jun,11-Jul,,,,,,,,
92,CO,,,12-Apr,22-Apr,29-Apr,16-May,26-May,4-Jun,12-Jun,28-Jun,,,,,,,,
92,CT,,,10-Apr,20-Apr,3-May,16-May,23-May,1-Jun,18-Jun,1-Jul,,,,,,,,
92,DE,,,11-Apr,26-Apr,12-May,28-May,14-Jun,1-Jul,13-Jul,22-Jul,,,,,,,,
92,FL,,,19-Apr,7-May,21-May,5-Jun,22-Jun,11-Jul,29-Jul,7-Aug,,,,,,,,
92,GA,,,9-Apr,29-Apr,13-May,22-May,1-Jun,16-Jun,1-Jul,16-Jul,,,,,,,,
92,ID,,,15-Apr,4-May,20-May,31-May,12-Jun,25-Jun,3-Jul,18-Jul,,,,,,,,
92,IL,,,20-Apr,2-May,18-May,3-Jun,11-Jun,24-Jun,2-Jul,14-Jul,,,,,,,,
92,IN,,,20-Apr,28-Apr,8-May,19-May,1-Jun,15-Jun,26-Jun,8-Jul,,,,,,,,
92,IA,,,15-Apr,22-Apr,30-Apr,14-May,1-Jun,14-Jun,27-Jun,6-Jul,,,,,,,,
92,KS,,,10-Apr,28-Apr,8-May,22-May,2-Jun,18-Jun,5-Jul,23-Jul,,,,,,,,
92,KY,,,11-Apr,1-May,17-May,29-May,12-Jun,25-Jun,4-Jul,17-Jul,,,,,,,,
92,LA,,,11-Apr,19-Apr,3-May,23-May,10-Jun,19-Jun,5-Jul,14-Jul,,,,,,,,
92,ME,,,8-Apr,19-Apr,6-May,16-May,23-May,31-May,15-Jun,2-Jul,,,,,,,,
92,MD,,,15-Apr,29-Apr,6-May,20-May,31-May,19-Jun,2-Jul,10-Jul,,,,,,,,
92,MA,,,19-Apr,29-Apr,10-May,26-May,12-Jun,22-Jun,29-Jun,17-Jul,,,,,,,,
92,MI,,,12-Apr,25-Apr,13-May,23-May,12-Jun,21-Jun,3-Jul,14-Jul,,,,,,,,
92,MN,,,21-Apr,4-May,15-May,4-Jun,13-Jun,23-Jun,13-Jul,25-Jul,,,,,,,,
92,MS,,,18-Apr,26-Apr,15-May,27-May,4-Jun,24-Jun,11-Jul,25-Jul,,,,,,,,
92,MO,,,19-Apr,7-May,17-May,29-May,5-Jun,25-Jun,14-Jul,30-Jul,,,,,,,,
92,MT,,,11-Apr,29-Apr,15-May,29-May,12-Jun,30-Jun,18-Jul,1-Aug,,,,,,,,
92,NE,,,9-Apr,21-Apr,4-May,16-May,27-May,7-Jun,26-Jun,4-Jul,,,,,,,,
92,NV,,,19-Apr,26-Apr,10-May,29-May,18-Jun,4-Jul,14-Jul,27-Jul,,,,,,,,
92,NH,,,15-Apr,3-May,14-May,1-Jun,20-Jun,6-Jul,15-Jul,28-Jul,,,,,,,,
92,NJ,,,8-Apr,19-Apr,6-May,14-May,29-May,17-Jun,29-Jun,7-Jul,,,,,,,,
92,NM,,,19-Apr,28-Apr,7-May,19-May,7-Jun,25-Jun,2-Jul,13-Jul,,,,,,,,
92,NY,,,21-Apr,1-May,12-May,30-May,11-Jun,22-Jun,11-Jul,24-Jul,,,,,,,,
92,NC,,,8-Apr,28-Apr,10-May,25-May,4-Jun,24-Jun,8-Jul,27-Jul,,,,,,,,
92,ND,,,14-Apr,22-Apr,3-May,21-May,4-Jun,20-Jun,4-Jul,11-Jul,,,,,,,,
92,OH,,,14-Apr,21-Apr,8-May,26-May,9-Jun,21-Jun,29-Jun,18-Jul,,,,,,,,
92,OK,,,12-Apr,28-Apr,14-May,28-May,15-Jun,27-Jun,10-Jul,22-Jul,,,,,,,,
92,OR,,,8-Apr,17-Apr,4-May,19-May,4-Jun,23-Jun,13-Jul,21-Jul,,,,,,,,
92,PA,,,17-Apr,1-May,10-May,26-May,4-Jun,15-Jun,22-Jun,5-Jul,,,,,,,,
92,RI,,,9-Apr,24-Apr,4-May,14-May,22-May,29-May,10-Jun,18-Jun,,,,,,,,
92,SC,,,15-Apr,30-Apr,20-May,27-May,12-Jun,30-Jun,9-Jul,21-Jul,,,,,,,,
92,SD,,,9-Apr,26-Apr,15-May,26-May,5-Jun,21-Jun,4-Jul,13-Jul,,,,,,,,
92,TN,,,10-Apr,23-Apr,12-May,20-May,5-Jun,17-Jun,27-Jun,10-Jul,,,,,,,,
92,TX,,,14-Apr,26-Apr,11-May,31-May,10-Jun,29-Jun,14-Jul,22-Jul,,,,,,,,
92,UT,,,21-Apr,1-May,17-May,31-May,8-Jun,20-Jun,3-Jul,19-Jul,,,,,,,,
92,VT,,,9-Apr,19-Apr,27-Apr,5-May,15-May,4-Jun,23-Jun,6-Jul,,,,,,,,
92,VA,,,11-Apr,18-Apr,26-Apr,11-May,25-May,9-Jun,28-Jun,13-Jul,,,,,,,,
92,WA,,,16-Apr,23-Apr,30-Apr,20-May,29-May,15-Jun,2-Jul,18-Jul,,,,,,,,
92,WV,,,13-Apr,29-Apr,14-May,24-May,8-Jun,24-Jun,4-Jul,22-Jul,,,,,,,,
92,WI,,,10-Apr,22-Apr,11-May,23-May,1-Jun,16-Jun,5-Jul,18-Jul,,,,,,,,
92,WY,,,20-Apr,30-Apr,8-May,26-May,9-Jun,26-Jun,5-Jul,17-Jul,,,,,,,,
111,AL,,,12-Apr,22-Apr,4-May,14-May,21-May,9-Jun,17-Jun,1-Jul,,,,,,,,
111,AZ,,,16-Apr,4-May,13-May,24-May,8-Jun,19-Jun,3-Jul,17-Jul,,,,,,,,
111,AR,,,18-Apr,30-Apr,9-May,24-May,9-Jun,20-Jun,3-Jul,14-Jul,,,,,,,,
111,CA,,,18-Apr,1-May,16-May,23-May,2-Jun,12-Jun,20-Jun,5-Jul,,,,,,,,
111,CO,,,21-Apr,28-Apr,18-May,1-Jun,11-Jun,27-Jun,6-Jul,14-Jul,,,,,,,,
111,CT,,,16-Apr,6-May,15-May,28-May,16-Jun,5-Jul,17-Jul,1-Aug,,,,,,,,
111,DE,,,15-Apr,22-Apr,6-May,19-May,29-May,13-Jun,24-Jun,5-Jul,,,,,,,,
111,FL,,,10-Apr,17-Apr,3-May,19-May,7-Jun,25-Jun,12-Jul,1-Aug,,,,,,,,
111,GA,,,17-Apr,27-Apr,4-May,24-May,10-Jun,18-Jun,1-Jul,14-Jul,,,,,,,,
111,ID,,,17-Apr,1-May,15-May,3-Jun,10-Jun,26-Jun,15-Jul,2-Aug,,,,,,,,
111,IL,,,8-Apr,18-Apr,2-May,19-May,5-Jun,24-Jun,6-Jul,21-Jul,,,,,,,,
111,IN,,,14-Apr,26-Apr,9-May,25-May,9-Jun,26-Jun,12-Jul,25-Jul,,,,,,,,
111,IA,,,15-Apr,22-Apr,6-May,13-May,29-May,16-Jun,6-Jul,17-Jul,,,,,,,,
111,KS,,,14-Apr,1-May,16-May,29-May,17-Jun,4-Jul,14-Jul,28-Jul,,,,,,,,
111,KY,,,15-Apr,27-Apr,4-May,14-May,26-May,8-Jun,15-Jun,24-Jun,,,,,,,,
111,LA,,,9-Apr,21-Apr,30-Apr,17-May,1-Jun,16-Jun,1-Jul,21-Jul,,,,,,,,
111,ME,,,14-Apr,26-Apr,5-May,14-May,2-Jun,19-Jun,30-Jun,8-Jul,,,,,,,,
111,MD,,,15-Apr,23-Apr,8-May,25-May,14-Jun,30-Jun,13-Jul,28-Jul,,,,,,,,
111,MA,,,18-Apr,4-May,23-May,9-Jun,26-Jun,7-Jul,25-Jul,13-Aug,,,,,,,,
111,MI,,,8-Apr,19-Apr,4-May,13-May,24-May,10-Jun,27-Jun,6-Jul,,,,,,,,
111,MN,,,19-Apr,3-May,16-May,28-May,8-Jun,25-Jun,6-Jul,14-Jul,,,,,,,,
111,MS,,,18-Apr,29-Apr,10-May,28-May,10-Jun,20-Jun,4-Jul,21-Jul,,,,,,,,
111,MO,,,21-Apr,5-May,13-May,23-May,30-May,10-Jun,23-Jun,4-Jul,,,,,,,,
111,MT,,,8-Apr,28-Apr,15-May,29-May,9-Jun,16-Jun,30-Jun,10-Jul,,,,,,,,
111,NE,,,14-Apr,29-Apr,9-May,29-May,10-Jun,21-Jun,9-Jul,25-Jul,,,,,,,,
111,NV,,,8-Apr,26-Apr,14-May,30-May,6-Jun,26-Jun,10-Jul,17-Jul,,,,,,,,
111,NH,,,19-Apr,26-Apr,8-May,22-May,30-May,18-Jun,30-Jun,15-Jul,,,,,,,,
111,NJ,,,18-Apr,25-Apr,14-May,3-Jun,21-Jun,9-Jul,29-Jul,15-Aug,,,,,,,,
111,NM,,,19-Apr,27-Apr,6-May,21-May,9-Jun,19-Jun,4-Jul,23-Jul,,,,,,,,
111,NY,,,21-Apr,5-May,16-May,3-Jun,23-Jun,5-Jul,16-Jul,3-Aug,,,,,,,,
111,NC,,,21-Apr,2-May,13-May,23-May,2-Jun,10-Jun,30-Jun,16-Jul,,,,,,,,
111,ND,,,17-Apr,6-May,20-May,1-Jun,11-Jun,23-Jun,30-Jun,9-Jul,,,,,,,,
111,OH,,,13-Apr,22-Apr,12-May,26-May,4-Jun,18-Jun,2-Jul,16-Jul,,,,,,,,
111,OK,,,12-Apr,20-Apr,10-May,30-May,7-Jun,15-Jun,4-Jul,16-Jul,,,,,,,,
111,OR,,,14-Apr,4-May,16-May,31-May,20-Jun,2-Jul,18-Jul,30-Jul,,,,,,,,
111,PA,,,15-Apr,25-Apr,4-May,14-May,21-May,8-Jun,18-Jun,25-Jun,,,,,,,,
111,RI,,,11-Apr,25-Apr,5-May,24-May,5-Jun,19-Jun,4-Jul,18-Jul,,,,,,,,
111,SC,,,11-Apr,1-May,11-May,23-May,6-Jun,22-Jun,29-Jun,11-Jul,,,,,,,,
111,SD,,,10-Apr,23-Apr,2-May,17-May,3-Jun,12-Jun,1-Jul,11-Jul,,,,,,,,
111,TN,,,21-Apr,7-May,14-May,23-May,12-Jun,23-Jun,30-Jun,7-Jul,,,,,,,,
111,TX,,,14-Apr,24-Apr,9-May,28-May,7-Jun,23-Jun,11-Jul,28-Jul,,,,,,,,
111,UT,,,19-Apr,4-May,12-May,27-May,15-Jun,27-Jun,9-Jul,27-Jul,,,,,,,,
111,VT,,,9-Apr,26-Apr,6-May,24-May,13-Jun,20-Jun,9-Jul,29-Jul,,,,,,,,
111,VA,,,16-Apr,25-Apr,6-May,22-May,3-Jun,22-Jun,4-Jul,13-Jul,,,,,,,,
111,WA,,,12-Apr,1-May,12-May,19-May,27-May,6-Jun,24-Jun,10-Jul,,,,,,,,
111,WV,,,10-Apr,29-Apr,7-May,27-May,4-Jun,21-Jun,1-Jul,12-Jul,,,,,,,,
111,WI,,,9-Apr,25-Apr,15-May,29-May,8-Jun,18-Jun,1-Jul,19-Jul,,,,,,,,
111,WY,,,20-Apr,29-Apr,12-May,31-May,13-Jun,30-Jun,20-Jul,27-Jul,,,,,,,,
112,AL,,,13-Apr,25-Apr,10-May,30-May,6-Jun,25-Jun,13-Jul,28-Jul,,,,,,,,
112,AZ,,,20-Apr,6-May,18-May,2-Jun,11-Jun,30-Jun,10-Jul,19-Jul,,,,,,,,
112,AR,,,8-Apr,21-Apr,2-May,22-May,7-Jun,22-Jun,1-Jul,13-Jul,,,,,,,,
112,CA,,,8-Apr,15-Apr,22-Apr,29-Apr,10-May,19-May,6-Jun,13-Jun,,,,,,,,
112,CO,,,8-Apr,15-Apr,26-Apr,11-May,21-May,8-Jun,16-Jun,5-Jul,,,,,,,,
112,CT,,,9-Apr,18-Apr,26-Apr,11-May,21-May,8-Jun,16-Jun,27-Jun,,,,,,,,
112,DE,,,11-Apr,26-Apr,15-May,27-May,5-Jun,15-Jun,25-Jun,3-Jul,,,,,,,,
112,FL,,,15-Apr,23-Apr,8-May,27-May,15-Jun,26-Jun,8-Jul,24-Jul,,,,,,,,
112,GA,,,16-Apr,27-Apr,5-May,18-May,28-May,10-Jun,28-Jun,10-Jul,,,,,,,,
112,ID,,,14-Apr,23-Apr,2-May,11-May,30-May,9-Jun,20-Jun,10-Jul,,,,,,,,
112,IL,,,18-Apr,4-May,17-May,31-May,9-Jun,23-Jun,12-Jul,23-Jul,,,,,,,,
112,IN,,,12-Apr,21-Apr,10-May,19-May,2-Jun,20-Jun,10-Jul,19-Jul,,,,,,,,
112,IA,,,15-Apr,25-Apr,2-May,15-May,26-May,7-Jun,15-Jun,26-Jun,,,,,,,,
112,KS,,,9-Apr,23-Apr,1-May,20-May,31-May,15-Jun,4-Jul,13-Jul,,,,,,,,
112,KY,,,10-Apr,20-Apr,3-May,17-May,24-May,7-Jun,14-Jun,29-Jun,,,,,,,,
112,LA,,,18-Apr,27-Apr,6-May,17-May,29-May,13-Jun,21-Jun,11-Jul,,,,,,,,
112,ME,,,18-Apr,8-May,15-May,29-May,11-Jun,21-Jun,4-Jul,24-Jul,,,,,,,,
112,MD,,,8-Apr,18-Apr,7-May,25-May,2-Jun,20-Jun,2-Jul,21-Jul,,,,,,,,
112,MA,,,12-Apr,19-Apr,9-May,21-May,8-Jun,24-Jun,5-Jul,18-Jul,,,,,,,,
112,MI,,,20-Apr,3-May,12-May,26-May,3-Jun,11-Jun,19-Jun,26-Jun,,,,,,,,
112,MN,,,18-Apr,1-May,14-May,29-May,18-Jun,5-Jul,14-Jul,27-Jul,,,,,,,,
112,MS,,,9-Apr,22-Apr,12-May,25-May,12-Jun,25-Jun,9-Jul,18-Jul,,,,,,,,
112,MO,,,15-Apr,25-Apr,9-May,21-May,1-Jun,19-Jun,2-Jul,22-Jul,,,,,,,,
112,MT,,,13-Apr,1-May,14-May,30-May,13-Jun,30-Jun,13-Jul,24-Jul,,,,,,,,
112,NE,,,16-Apr,26-Apr,16-May,24-May,13-Jun,20-Jun,1-Jul,8-Jul,,,,,,,,
112,NV,,,13-Apr,29-Apr,8-May,26-May,8-Jun,15-Jun,4-Jul,17-Jul,,,,,,,,
112,NH,,,20-Apr,29-Apr,18-May,3-Jun,19-Jun,29-Jun,16-Jul,26-Jul,,,,,,,,
112,NJ,,,13-Apr,23-Apr,12-May,24-May,13-Jun,30-Jun,7-Jul,18-Jul,,,,,,,,
112,NM,,,10-Apr,27-Apr,16-May,26-May,4-Jun,16-Jun,1-Jul,14-Jul,,,,,,,,
112,NY,,,18-Apr,2-May,9-May,16-May,5-Jun,21-Jun,30-Jun,16-Jul,,,,,,,,
112,NC,,,9-Apr,28-Apr,14-May,23-May,7-Jun,25-Jun,6-Jul,24-Jul,,,,,,,,
112,ND,,,12-Apr,20-Apr,8-May,28-May,7-Jun,25-Jun,15-Jul,22-Jul,,,,,,,,
112,OH,,,8-Apr,26-Apr,5-May,12-May,29-May,7-Jun,24-Jun,13-Jul,,,,,,,,
112,OK,,,13-Apr,21-Apr,11-May,30-May,14-Jun,28-Jun,5-Jul,18-Jul,,,,,,,,
112,OR,,,8-Apr,27-Apr,4-May,16-May,29-May,10-Jun,29-Jun,13-Jul,,,,,,,,
112,PA,,,21-Apr,9-May,24-May,9-Jun,24-Jun,14-Jul,29-Jul,9-Aug,,,,,,,,
112,RI,,,14-Apr,2-May,17-May,29-May,9-Jun,20-Jun,3-Jul,19-Jul,,,,,,,,
112,SC,,,12-Apr,23-Apr,5-May,25-May,2-Jun,14-Jun,26-Jun,3-Jul,,,,,,,,
112,SD,,,10-Apr,27-Apr,5-May,14-May,28-May,11-Jun,28-Jun,10-Jul,,,,,,,,
112,TN,,,20-Apr,1-May,8-May,26-May,3-Jun,12-Jun,25-Jun,4-Jul,,,,,,,,
112,TX,,,8-Apr,17-Apr,27-Apr,17-May,4-Jun,20-Jun,10-Jul,18-Jul,,,,,,,,
112,UT,,,10-Apr,25-Apr,4-May,18-May,6-Jun,16-Jun,5-Jul,19-Jul,,,,,,,,
112,VT,,,8-Apr,27-Apr,6-May,21-May,6-Jun,25-Jun,15-Jul,30-Jul,,,,,,,,
112,VA,,,8-Apr,28-Apr,10-May,26-May,2-Jun,21-Jun,8-Jul,26-Jul,,,,,,,,
112,WA,,,12-Apr,2-May,21-May,31-May,7-Jun,14-Jun,23-Jun,9-Jul,,,,,,,,
112,WV,,,9-Apr,29-Apr,9-May,20-May,6-Jun,14-Jun,25-Jun,9-Jul,,,,,,,,
112,WI,,,11-Apr,30-Apr,15-May,24-May,3-Jun,18-Jun,8-Jul,16-Jul,,,,,,,,
112,WY,,,13-Apr,28-Apr,16-May,23-May,7-Jun,26-Jun,8-Jul,27-Jul,,,,,,,,
121,AL,,,15-Apr,1-May,8-May,16-May,2-Jun,15-Jun,2-Jul,20-Jul,,,,,,,,
121,AZ,,,18-Apr,25-Apr,5-May,20-May,3-Jun,19-Jun,29-Jun,17-Jul,,,,,,,,
121,AR,,,17-Apr,6-May,24-May,7-Jun,26-Jun,10-Jul,26-Jul,3-Aug,,,,,,,,
121,CA,,,14-Apr,24-Apr,7-May,25-May,14-Jun,25-Jun,15-Jul,22-Jul,,,,,,,,
121,CO,,,9-Apr,28-Apr,11-May,30-May,14-Jun,30-Jun,18-Jul,29-Jul,,,,,,,,
121,CT,,,13-Apr,22-Apr,3-May,23-May,2-Jun,18-Jun,25-Jun,9-Jul,,,,,,,,
121,DE,,,15-Apr,25-Apr,10-May,27-May,13-Jun,21-Jun,6-Jul,15-Jul,,,,,,,,
121,FL,,,12-Apr,28-Apr,6-May,16-May,23-May,10-Jun,21-Jun,4-Jul,,,,,,,,
121,GA,,,14-Apr,29-Apr,12-May,22-May,30-May,14-Jun,23-Jun,7-Jul,,,,,,,,
121,ID,,,10-Apr,30-Apr,18-May,4-Jun,19-Jun,8-Jul,23-Jul,31-Jul,,,,,,,,
121,IL,,,20-Apr,4-May,20-May,7-Jun,20-Jun,4-Jul,23-Jul,12-Aug,,,,,,,,
121,IN,,,12-Apr,28-Apr,17-May,29-May,12-Jun,23-Jun,2-Jul,18-Jul,,,,,,,,
121,IA,,,15-Apr,27-Apr,16-May,23-May,30-May,16-Jun,5-Jul,21-Jul,,,,,,,,
121,KS,,,18-Apr,6-May,23-May,1-Jun,17-Jun,1-Jul,20-Jul,6-Aug,,,,,,,,
121,KY,,,17-Apr,7-May,18-May,5-Jun,12-Jun,19-Jun,9-Jul,16-Jul,,,,,,,,
121,LA,,,21-Apr,7-May,18-May,7-Jun,26-Jun,6-Jul,16-Jul,30-Jul,,,,,,,,
121,ME,,,12-Apr,24-Apr,3-May,12-May,21-May,9-Jun,27-Jun,5-Jul,,,,,,,,
121,MD,,,9-Apr,25-Apr,14-May,1-Jun,8-Jun,15-Jun,26-Jun,9-Jul,,,,,,,,
121,MA,,,8-Apr,25-Apr,12-May,19-May,7-Jun,16-Jun,5-Jul,14-Jul,,,,,,,,
121,MI,,,9-Apr,29-Apr,12-May,30-May,16-Jun,6-Jul,25-Jul,11-Aug,,,,,,,,
121,MN,,,20-Apr,9-May,27-May,13-Jun,23-Jun,8-Jul,24-Jul,9-Aug,,,,,,,,
121,MS,,,18-Apr,4-May,13-May,1-Jun,13-Jun,20-Jun,30-Jun,17-Jul,,,,,,,,
121,MO,,,21-Apr,9-May,28-May,11-Jun,21-Jun,8-Jul,20-Jul,29-Jul,,,,,,,,
121,MT,,,16-Apr,28-Apr,9-May,21-May,31-May,19-Jun,27-Jun,13-Jul,,,,,,,,
121,NE,,,12-Apr,21-Apr,5-May,23-May,31-May,16-Jun,25-Jun,6-Jul,,,,,,,,
121,NV,,,9-Apr,28-Apr,14-May,24-May,11-Jun,18-Jun,6-Jul,21-Jul,,,,,,,,
121,NH,,,11-Apr,25-Apr,3-May,20-May,28-May,4-Jun,22-Jun,5-Jul,,,,,,,,
121,NJ,,,16-Apr,2-May,19-May,2-Jun,22-Jun,7-Jul,23-Jul,10-Aug,,,,,,,,
121,NM,,,16-Apr,28-Apr,18-May,5-Jun,23-Jun,1-Jul,18-Jul,5-Aug,,,,,,,,
121,NY,,,20-Apr,27-Apr,14-May,28-May,6-Jun,14-Jun,22-Jun,9-Jul,,,,,,,,
121,NC,,,19-Apr,3-May,17-May,4-Jun,14-Jun,27-Jun,14-Jul,1-Aug,,,,,,,,
121,ND,,,15-Apr,27-Apr,17-May,25-May,6-Jun,19-Jun,30-Jun,17-Jul,,,,,,,,
121,OH,,,11-Apr,19-Apr,26-Apr,3-May,11-May,25-May,6-Jun,26-Jun,,,,,,,,
121,OK,,,13-Apr,28-Apr,15-May,27-May,14-Jun,26-Jun,11-Jul,25-Jul,,,,,,,,
121,OR,,,12-Apr,27-Apr,5-May,25-May,8-Jun,28-Jun,17-Jul,6-Aug,,,,,,,,
121,PA,,,14-Apr,26-Apr,6-May,19-May,30-May,9-Jun,24-Jun,10-Jul,,,,,,,,
121,RI,,,14-Apr,28-Apr,13-May,26-May,14-Jun,28-Jun,17-Jul,25-Jul,,,,,,,,
121,SC,,,11-Apr,25-Apr,8-May,20-May,7-Jun,20-Jun,10-Jul,29-Jul,,,,,,,,
121,SD,,,9-Apr,18-Apr,4-May,24-May,2-Jun,9-Jun,17-Jun,28-Jun,,,,,,,,
121,TN,,,10-Apr,29-Apr,6-May,26-May,13-Jun,25-Jun,3-Jul,10-Jul,,,,,,,,
121,TX,,,15-Apr,24-Apr,9-May,18-May,25-May,6-Jun,22-Jun,9-Jul,,,,,,,,
